customer_id,acquisition_date,acquisition_campaign_id,acquisition_channel,acquisition_platform,region,country,city,age_group,gender,customer_segment,primary_product_interest,first_purchase_date,last_purchase_date,customer_status,churn_date,marketing_consent,loyalty_member,source_system,source_file_name,batch_id,ingestion_timestamp
CUST0028757,2025-08-30,CMP0026,X,Affiliate Network,Asia Pacific,India,Bengaluru,18-24,Female,Occasional Buyer,AppleCare+,2025-08-30,2025-08-30,Active,,True,False,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-02,2025-08-31 02:46:00
CUST0007304,2025-01-28,CMP0032,TikTok,TikTok Ads,Europe,Germany,Berlin,45-54,Female,Price-Sensitive Customer,AppleCare+,2025-01-28,2025-10-26,Active,,True,False,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-02,2025-01-29 02:23:00
CUST0022126,2025-10-18,CMP0065,Organic Social,Internal Email Platform,Europe,France,Unknown,35-44,Female,Occasional Buyer,Accessories,2025-10-18,2026-02-22,Active,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-01,2025-10-19 05:55:00
CUST0028687,2025-06-13,CMP0068,Instagram,Meta Ads Manager,Europe,Italy,Turin,35-44,Unknown,Occasional Buyer,iPhone,2025-06-13,2025-06-13,Active,,True,False,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-01,2025-06-14 01:20:00
CUST0001632,2024-12-04,CMP0002,Influencer Marketing,Affiliate Network,Asia Pacific,Australia,Melbourne,18-24,Non-binary,High-Value Customer,iPad,2024-12-04,2025-08-24,Active,,True,True,CRM Export,crm_customers_202412.csv,BATCH-CRM-202412-03,2024-12-05 04:00:00
CUST0000365,2025-11-29,CMP0018,Google Search,Google Ads,Latin America,Brazil,Unknown,18-24,Female,Hardware Enthusiast,AirPods,2025-11-29,2026-04-03,Active,,True,False,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-02,2025-11-30 01:15:00
CUST0018406,2025-08-21,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,18-24,Female,At-Risk Customer,Accessories,2025-08-21,2025-08-21,At Risk,,False,True,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-01,2025-08-22 05:48:00
CUST0026639,2026-06-11,CMP0035,Affiliate Marketing,Affiliate Network,Asia Pacific,South Korea,Busan,55-64,Female,High-Value Customer,Apple Watch,2026-06-11,2026-06-29,Active,,False,True,CRM Export,crm_customers_202606.csv,BATCH-CRM-202606-02,2026-06-12 03:57:00
CUST0009650,2024-11-15,CMP0008,Organic Social,Internal Email Platform,North America,United States,Chicago,35-44,Female,Hardware Enthusiast,Mac,2024-11-15,2026-02-10,Active,,False,False,CRM Export,crm_customers_202411.csv,BATCH-CRM-202411-02,2024-11-16 02:18:00
CUST0006348,2025-01-30,CMP0005,Organic Social,Internal Email Platform,Europe,Germany,Munich,35-44,Male,New Customer,iPhone,2025-01-30,2025-01-30,Active,,True,False,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-03,2025-01-31 02:39:00
CUST0021486,2026-04-24,CMP0026,X,Affiliate Network,Asia Pacific,India,Bengaluru,25-34,Female,Price-Sensitive Customer,AppleCare+,2026-04-24,2026-04-24,Active,,True,False,CRM Export,crm_customers_202604.csv,BATCH-CRM-202604-03,2026-04-25 02:35:00
CUST0011859,2025-11-15,CMP0063,LinkedIn,LinkedIn Campaign Manager,Europe,United Kingdom,Birmingham,25-34,Male,Hardware Enthusiast,AirPods,2025-11-15,2026-04-02,Active,,True,False,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-03,2025-11-16 03:29:00
CUST0014250,2025-01-24,CMP0044,X,Affiliate Network,Europe,United Kingdom,Birmingham,25-34,Male,Service Subscriber,Apple Fitness+,2025-01-24,2026-06-28,Active,,True,True,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-03,2025-01-25 02:12:00
CUST0020384,2025-11-18,CMP0073,X,Affiliate Network,Europe,United Kingdom,Manchester,35-44,Male,New Customer,Unknown,2025-11-18,2026-06-26,Active,,True,False,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-02,2025-11-19 01:12:00
CUST0019012,2025-10-01,CMP0024,Email Marketing,Internal Email Platform,Asia Pacific,India,Mumbai,18-24,Male,Price-Sensitive Customer,Mac,2025-10-01,2025-10-01,Active,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-01,2025-10-02 01:45:00
CUST0016871,2025-05-04,CMP0048,Google Search,Google Ads,Europe,Germany,Berlin,35-44,Male,New Customer,iPad,2025-05-04,2026-06-28,Active,,True,False,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-02,2025-05-05 03:40:00
CUST0012285,2025-06-16,CMP0068,Instagram,Meta Ads Manager,Europe,Italy,Turin,35-44,Male,Hardware Enthusiast,iPhone,2025-06-16,2025-08-04,Active,,True,False,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-03,2025-06-17 04:39:00
CUST0022650,2025-01-15,CMP0068,Instagram,Meta Ads Manager,Europe,Italy,Turin,35-44,Female,At-Risk Customer,iPhone,2025-01-15,2025-01-15,At Risk,,True,False,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-03,2025-01-16 05:20:00
CUST0021106,2026-02-11,CMP0097,Email Marketing,Internal Email Platform,North America,United States,Chicago,35-44,Male,Price-Sensitive Customer,Mac,2026-02-11,2026-06-03,Active,,True,True,CRM Export,crm_customers_202602.csv,BATCH-CRM-202602-01,2026-02-12 01:19:00
CUST0016600,2026-01-12,CMP0047,Instagram,Meta Ads Manager,North America,United States,Chicago,35-44,Female,Price-Sensitive Customer,Apple Watch,2026-01-12,2026-01-12,Inactive,,False,False,CRM Export,crm_customers_202601.csv,BATCH-CRM-202601-01,2026-01-13 02:44:00
CUST0000435,2025-05-01,CMP0008,Organic Social,Internal Email Platform,North America,United States,Chicago,18-24,Male,High-Value Customer,Mac,2025-05-01,2025-11-20,Active,,True,True,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-03,2025-05-02 03:06:00
CUST0007193,2026-01-10,CMP0038,Organic Social,Internal Email Platform,Asia Pacific,Japan,Osaka,35-44,Female,Hardware Enthusiast,Apple Watch,2026-01-10,2026-01-26,Active,,False,False,CRM Export,crm_customers_202601.csv,BATCH-CRM-202601-02,2026-01-11 01:30:00
CUST0016426,2025-11-14,CMP0084,Google Display,Google Ads,North America,United States,Chicago,25-34,Male,Price-Sensitive Customer,iCloud+,2025-11-14,2025-11-14,Active,,True,False,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-01,2025-11-15 01:49:00
CUST0023123,2025-12-22,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,35-44,Male,Loyal Customer,Accessories,2025-12-22,2026-06-06,Active,,True,True,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-02,2025-12-23 01:37:00
CUST0008389,2025-02-01,CMP0038,Organic Social,Internal Email Platform,Asia Pacific,Japan,Osaka,55-64,Male,New Customer,Apple Watch,2025-02-01,2026-05-02,Active,,True,False,CRM Export,crm_customers_202502.csv,BATCH-CRM-202502-01,2025-02-02 05:23:00
CUST0007160,2025-11-06,CMP0099,X,Affiliate Network,Asia Pacific,Australia,Brisbane,18-24,Male,Churned Customer,Apple Music,2025-11-06,2025-11-06,Churned,2025-12-18,True,False,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-02,2025-11-07 05:29:00
CUST0027913,2025-10-02,CMP0083,LinkedIn,LinkedIn Campaign Manager,North America,United States,Los Angeles,18-24,Male,Price-Sensitive Customer,AirPods,2025-10-02,2025-10-02,Active,,True,True,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-01,2025-10-03 03:29:00
CUST0015020,2025-06-08,CMP0020,Google Display,Google Ads,Asia Pacific,India,Mumbai,35-44,Female,New Customer,AppleCare+,2025-06-08,2025-07-10,Active,,True,True,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-02,2025-06-09 03:32:00
CUST0015936,2025-02-10,CMP0079,Instagram,Meta Ads Manager,North America,United States,Seattle,18-24,Male,Loyal Customer,AirPods,2025-02-10,2026-06-13,Active,,True,True,CRM Export,crm_customers_202502.csv,BATCH-CRM-202502-03,2025-02-11 01:12:00
CUST0005101,2026-04-02,CMP0047,Instagram,Meta Ads Manager,North America,United States,Chicago,35-44,Male,New Customer,Apple Watch,2026-04-02,2026-04-02,Inactive,,True,False,CRM Export,crm_customers_202604.csv,BATCH-CRM-202604-01,2026-04-03 03:43:00
CUST0007040,2025-07-27,CMP0071,Facebook,Meta Ads Manager,Asia Pacific,India,Bengaluru,25-34,Female,Occasional Buyer,Apple Music,2025-07-27,2026-04-22,Active,,True,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-02,2025-07-28 04:39:00
CUST0019139,2025-12-12,CMP0093,Google Search,Google Ads,North America,United States,Austin,55-64,Female,Occasional Buyer,Accessories,2025-12-12,2025-12-12,Active,,True,False,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-02,2025-12-13 01:02:00
CUST0024645,2026-03-20,CMP0035,Affiliate Marketing,Affiliate Network,Asia Pacific,South Korea,Busan,35-44,Male,Hardware Enthusiast,Apple Watch,2026-03-20,2026-03-20,Inactive,,False,False,CRM Export,crm_customers_202603.csv,BATCH-CRM-202603-03,2026-03-21 01:10:00
CUST0019402,2025-01-28,CMP0069,Apple Search Ads,Apple Search Ads,Latin America,Mexico,Mexico City,35-44,Male,Occasional Buyer,Apple TV+,2025-01-28,2025-01-28,Active,,True,True,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-01,2025-01-29 04:33:00
CUST0020898,2025-12-02,CMP0038,Organic Social,Internal Email Platform,Asia Pacific,Japan,Osaka,55-64,Male,Hardware Enthusiast,Apple Watch,2025-12-02,2025-12-02,Inactive,,True,False,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-03,2025-12-03 01:52:00
CUST0029439,2025-07-14,CMP0047,Instagram,Meta Ads Manager,North America,United States,Chicago,35-44,Unknown,Churned Customer,Apple Watch,2025-07-14,2025-07-14,Churned,2025-09-11,True,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-03,2025-07-15 04:25:00
CUST0019250,2025-12-02,CMP0051,Affiliate Marketing,Affiliate Network,Middle East and Africa,Saudi Arabia,Riyadh,18-24,Female,Service Subscriber,Apple Arcade,2025-12-02,2026-06-27,Active,,True,False,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-02,2025-12-03 01:14:00
CUST0028146,2025-05-18,CMP0079,Instagram,Meta Ads Manager,North America,United States,Seattle,45-54,Female,At-Risk Customer,AirPods,2025-05-18,2025-11-22,At Risk,,True,False,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-03,2025-05-19 04:31:00
CUST0002198,2025-10-05,CMP0046,Apple Search Ads,Apple Search Ads,Europe,Germany,Berlin,35-44,Female,Occasional Buyer,iPhone,2025-10-05,2025-11-22,Active,,True,True,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-02,2025-10-06 04:02:00
CUST0007014,2025-06-02,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,65+,Female,New Customer,Accessories,2025-06-02,2025-06-02,Active,,True,False,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-03,2025-06-03 04:05:00
CUST0024728,2025-04-08,CMP0007,YouTube,YouTube Ads,Europe,France,Paris,18-24,Male,Loyal Customer,Apple Watch,2025-04-08,2026-05-07,Active,,True,True,CRM Export,crm_customers_202504.csv,BATCH-CRM-202504-02,2025-04-09 03:05:00
CUST0023645,2025-07-16,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,18-24,Male,New Customer,Accessories,2025-07-16,2025-11-20,Active,,True,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-02,2025-07-17 02:56:00
CUST0020970,2025-10-24,CMP0026,X,Affiliate Network,Asia Pacific,India,Bengaluru,18-24,Male,Price-Sensitive Customer,AppleCare+,2025-10-24,2025-10-24,Active,,False,True,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-03,2025-10-25 01:17:00
CUST0004825,2025-11-30,CMP0026,X,Affiliate Network,Asia Pacific,India,Bengaluru,35-44,Male,New Customer,AppleCare+,2025-11-30,2026-06-20,Active,,True,True,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-01,2025-12-01 01:34:00
CUST0025734,2025-01-21,CMP0093,Google Search,Google Ads,North America,United States,Austin,18-24,Male,High-Value Customer,Accessories,2025-01-21,2026-05-14,Active,,False,True,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-03,2025-01-22 05:10:00
CUST0000816,2025-02-11,CMP0044,X,Affiliate Network,Europe,United Kingdom,Birmingham,18-24,Female,Occasional Buyer,Apple Fitness+,2025-02-11,2025-03-21,Active,,True,False,CRM Export,crm_customers_202502.csv,BATCH-CRM-202502-03,2025-02-12 04:39:00
CUST0009496,2024-09-08,CMP0042,X,Affiliate Network,Asia Pacific,Japan,Osaka,25-34,Female,Price-Sensitive Customer,Mac,2024-09-08,2025-06-26,Active,,True,False,CRM Export,crm_customers_202409.csv,BATCH-CRM-202409-01,2024-09-09 04:13:00
CUST0013411,2026-01-11,CMP0018,Google Search,Google Ads,Latin America,Brazil,Sao Paulo,55-64,Female,Churned Customer,AirPods,2026-01-11,2026-01-11,Churned,2026-03-11,True,False,CRM Export,crm_customers_202601.csv,BATCH-CRM-202601-01,2026-01-12 05:58:00
CUST0000897,2025-09-05,CMP0087,Facebook,Meta Ads Manager,Europe,Germany,Hamburg,35-44,Male,At-Risk Customer,Accessories,2025-09-05,2025-09-05,At Risk,,True,False,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-03,2025-09-06 03:57:00
CUST0022626,2025-08-31,CMP0093,Google Search,Google Ads,North America,United States,Austin,18-24,Female,New Customer,Accessories,2025-08-31,2025-10-11,Inactive,,True,True,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-03,2025-09-01 01:17:00
CUST0025254,2025-06-15,CMP0042,X,Affiliate Network,Asia Pacific,Japan,Osaka,18-24,Female,High-Value Customer,Mac,2025-06-15,2026-06-03,Active,,False,True,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-03,2025-06-16 05:29:00
CUST0026641,2025-08-03,CMP0094,Retail Promotion,Retail Partner,North America,United States,Seattle,35-44,Male,Service Subscriber,iCloud+,2025-08-03,2026-05-19,Active,,True,True,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-01,2025-08-04 03:32:00
CUST0003502,2025-01-31,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,55-64,Male,High-Value Customer,Accessories,2025-01-31,2025-01-31,Inactive,,True,True,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-01,2025-02-01 02:42:00
CUST0018458,2025-09-25,CMP0039,Affiliate Marketing,Affiliate Network,Europe,France,Marseille,25-34,Male,New Customer,Apple TV+,2025-09-25,2026-06-17,Active,,True,False,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-02,2025-09-26 04:40:00
CUST0007935,2025-10-04,CMP0001,TikTok,TikTok Ads,North America,Canada,Montreal,35-44,Male,New Customer,iPad,2025-10-04,2025-10-04,Active,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-03,2025-10-05 05:09:00
CUST0011404,2025-03-17,CMP0065,Organic Social,Internal Email Platform,Europe,France,Paris,35-44,Male,Loyal Customer,Accessories,2025-03-17,2025-12-16,Active,,False,False,CRM Export,crm_customers_202503.csv,BATCH-CRM-202503-01,2025-03-18 05:37:00
CUST0010172,2025-09-06,CMP0011,Apple Search Ads,Apple Search Ads,North America,United States,Austin,25-34,Male,Service Subscriber,Apple Arcade,2025-09-06,2026-06-12,Active,,True,False,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-02,2025-09-07 01:00:00
CUST0028992,2025-06-15,CMP0039,Affiliate Marketing,Affiliate Network,Europe,France,Marseille,55-64,Male,Service Subscriber,Apple TV+,2025-06-15,2026-06-10,Active,,True,True,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-03,2025-06-16 05:19:00
CUST0017847,2025-11-30,CMP0001,TikTok,TikTok Ads,North America,Canada,Montreal,45-54,Prefer not to say,Loyal Customer,Unknown,2025-11-30,2026-06-27,Active,,True,True,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-03,2025-12-01 02:14:00
CUST0024685,2025-08-08,CMP0005,Organic Social,Internal Email Platform,Europe,Germany,Munich,55-64,Female,Churned Customer,iPhone,2025-08-08,2025-08-08,Churned,2025-08-25,True,False,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-01,2025-08-09 02:26:00
CUST0006452,2024-12-30,CMP0093,Google Search,Google Ads,North America,United States,Austin,55-64,Male,New Customer,Accessories,2024-12-30,2025-02-10,Active,,True,True,CRM Export,crm_customers_202412.csv,BATCH-CRM-202412-02,2024-12-31 05:41:00
CUST0014119,2026-01-12,CMP0079,Instagram,Meta Ads Manager,North America,United States,Seattle,35-44,Male,Occasional Buyer,AirPods,2026-01-12,2026-06-02,Active,,True,True,CRM Export,crm_customers_202601.csv,BATCH-CRM-202601-01,2026-01-13 02:23:00
CUST0012166,2026-05-27,CMP0018,Google Search,Google Ads,Latin America,Brazil,Sao Paulo,55-64,Female,Loyal Customer,AirPods,2026-05-27,2026-06-28,Active,,True,True,CRM Export,crm_customers_202605.csv,BATCH-CRM-202605-01,2026-05-28 01:07:00
CUST0024244,2025-10-15,CMP0077,Facebook,Meta Ads Manager,Europe,United Kingdom,London,45-54,Male,At-Risk Customer,Accessories,2025-10-15,2025-12-16,At Risk,,False,True,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-01,2025-10-16 05:25:00
CUST0025241,2025-09-19,CMP0012,X,Affiliate Network,Asia Pacific,Japan,Tokyo,45-54,Female,High-Value Customer,iPhone,2025-09-19,2026-06-23,Active,,True,True,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-02,2025-09-20 03:44:00
CUST0020099,2024-09-05,CMP0082,YouTube,YouTube Ads,Middle East and Africa,Saudi Arabia,Riyadh,25-34,Female,Loyal Customer,Apple Watch,2024-09-05,2026-02-10,Active,,True,True,CRM Export,crm_customers_202409.csv,BATCH-CRM-202409-02,2024-09-06 01:17:00
CUST0003907,2024-12-28,CMP0014,Facebook,Meta Ads Manager,Asia Pacific,India,Delhi,35-44,Female,Hardware Enthusiast,iPad,2024-12-28,2026-03-08,Active,,True,False,CRM Export,crm_customers_202412.csv,BATCH-CRM-202412-01,2024-12-29 01:54:00
CUST0001801,2025-11-24,CMP0016,Retail Promotion,Retail Partner,North America,United States,Los Angeles,45-54,Female,Hardware Enthusiast,Mac,2025-11-24,2026-05-31,Inactive,,True,False,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-01,2025-11-25 05:38:00
CUST0024149,2024-10-26,CMP0002,Influencer Marketing,Affiliate Network,Asia Pacific,Australia,Melbourne,25-34,Male,Hardware Enthusiast,iPad,2024-10-26,2024-12-03,Active,,False,False,CRM Export,crm_customers_202410.csv,BATCH-CRM-202410-02,2024-10-27 05:14:00
CUST0011227,2025-06-20,CMP0077,Facebook,Meta Ads Manager,Europe,United Kingdom,London,25-34,Female,Loyal Customer,Accessories,2025-06-20,2026-04-20,Active,,True,True,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-01,2025-06-21 01:05:00
CUST0018946,2025-01-29,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,45-54,Prefer not to say,Price-Sensitive Customer,Accessories,2025-01-29,2025-11-30,Active,,False,False,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-01,2025-01-30 03:56:00
CUST0000892,2025-06-27,CMP0058,Google Search,Google Ads,North America,United States,Los Angeles,18-24,Female,Price-Sensitive Customer,AppleCare+,2025-06-27,2025-06-27,Active,,False,True,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-01,2025-06-28 01:43:00
CUST0015669,2025-02-06,CMP0068,Instagram,Meta Ads Manager,Europe,Italy,Turin,25-34,Female,Loyal Customer,iPhone,2025-02-06,2026-05-21,Active,,False,True,CRM Export,crm_customers_202502.csv,BATCH-CRM-202502-03,2025-02-07 04:19:00
CUST0010747,2025-11-21,CMP0044,X,Affiliate Network,Europe,United Kingdom,Birmingham,35-44,Male,Service Subscriber,Apple Fitness+,2025-11-21,2026-04-18,Active,,True,False,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-01,2025-11-22 01:48:00
CUST0027185,2025-12-05,CMP0018,Google Search,Google Ads,Latin America,Brazil,Sao Paulo,25-34,Male,Hardware Enthusiast,AirPods,2025-12-05,2026-04-12,Active,,True,False,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-02,2025-12-06 02:23:00
CUST0025959,2025-02-20,CMP0042,X,Affiliate Network,Asia Pacific,Japan,Osaka,35-44,Male,Hardware Enthusiast,Mac,2025-02-20,2026-03-20,Active,,False,False,CRM Export,crm_customers_202502.csv,BATCH-CRM-202502-03,2025-02-21 05:24:00
CUST0022191,2024-12-16,CMP0008,Organic Social,Internal Email Platform,North America,United States,Chicago,18-24,Male,High-Value Customer,Mac,2024-12-16,2025-12-27,Active,,True,True,CRM Export,crm_customers_202412.csv,BATCH-CRM-202412-03,2024-12-17 04:16:00
CUST0014802,2025-06-25,CMP0096,Instagram,Meta Ads Manager,Asia Pacific,Australia,Brisbane,35-44,Female,Service Subscriber,Apple Fitness+,2025-06-25,2026-03-31,Inactive,,True,True,CRM Export,crm_customers_202506.csv,BATCH-CRM-202506-03,2025-06-26 04:04:00
CUST0004621,2025-04-21,CMP0042,X,Affiliate Network,Asia Pacific,Japan,Osaka,18-24,Unknown,New Customer,Mac,2025-04-21,2025-04-21,Active,,True,True,CRM Export,crm_customers_202504.csv,BATCH-CRM-202504-01,2025-04-22 02:44:00
CUST0000898,2025-10-09,CMP0081,Google Search,Google Ads,North America,Canada,Toronto,18-24,Female,New Customer,Accessories,2025-10-09,2025-11-04,Active,,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-01,2025-10-10 02:37:00
CUST0021538,2024-12-01,CMP0007,YouTube,YouTube Ads,Europe,France,Paris,25-34,Male,Churned Customer,Apple Watch,2024-12-01,2024-12-05,Churned,2025-01-25,True,False,CRM Export,crm_customers_202412.csv,BATCH-CRM-202412-01,2024-12-02 05:33:00
CUST0013406,2025-12-16,CMP0087,Facebook,Meta Ads Manager,Europe,Germany,Hamburg,65+,Male,New Customer,Accessories,2025-12-16,2026-05-16,Active,,True,False,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-02,2025-12-17 04:52:00
CUST0011768,2025-09-13,CMP0048,Google Search,Google Ads,Europe,Germany,Berlin,35-44,Female,Price-Sensitive Customer,iPad,2025-09-13,2026-06-11,Active,,True,True,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-02,2025-09-14 01:46:00
CUST0013243,2024-10-14,CMP0033,Google Search,Google Ads,Europe,United Kingdom,Manchester,35-44,Male,Service Subscriber,Apple Arcade,2024-10-14,2026-04-28,Active,,True,False,CRM Export,crm_customers_202410.csv,BATCH-CRM-202410-01,2024-10-15 05:10:00
CUST0015730,2025-07-02,CMP0075,TikTok,TikTok Ads,Asia Pacific,India,Chennai,18-24,Female,Price-Sensitive Customer,Mac,2025-07-02,2025-07-02,Inactive,,True,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-01,2025-07-03 01:50:00
CUST0013007,2025-08-21,CMP0096,Instagram,Meta Ads Manager,Asia Pacific,Australia,Brisbane,45-54,Female,Churned Customer,Unknown,2025-08-21,2025-08-21,Churned,2025-09-09,True,False,CRM Export,crm_customers_202508.csv,BATCH-CRM-202508-02,2025-08-22 02:26:00
CUST0026156,2025-07-27,CMP0083,LinkedIn,LinkedIn Campaign Manager,North America,United States,Los Angeles,18-24,Female,At-Risk Customer,AirPods,2025-07-27,2025-09-26,At Risk,,True,False,CRM Export,crm_customers_202507.csv,BATCH-CRM-202507-02,2025-07-28 04:31:00
CUST0023268,2025-03-25,CMP0045,Google Search,Google Ads,Asia Pacific,Australia,Melbourne,25-34,Male,High-Value Customer,Apple Music,2025-03-25,2026-06-06,Active,,False,False,CRM Export,crm_customers_202503.csv,BATCH-CRM-202503-03,2025-03-26 02:12:00
CUST0016572,2026-03-14,CMP0035,Affiliate Marketing,Affiliate Network,Asia Pacific,South Korea,Busan,35-44,Male,At-Risk Customer,Apple Watch,2026-03-14,2026-03-14,At Risk,,True,False,CRM Export,crm_customers_202603.csv,BATCH-CRM-202603-03,2026-03-15 02:19:00
CUST0009198,2025-12-08,CMP0093,Google Search,Google Ads,North America,United States,Unknown,25-34,Non-binary,New Customer,Accessories,2025-12-08,2025-12-08,Active,,True,False,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-03,2025-12-09 05:25:00
CUST0028814,2025-05-07,CMP0050,Email Marketing,Internal Email Platform,Europe,France,Lyon,25-34,Male,Hardware Enthusiast,Apple Watch,2025-05-07,2026-06-07,Active,,True,False,CRM Export,crm_customers_202505.csv,BATCH-CRM-202505-02,2025-05-08 03:32:00
CUST0020864,2025-12-27,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,35-44,Male,Churned Customer,Accessories,2025-12-27,2025-12-27,Churned,2026-02-06,True,True,CRM Export,crm_customers_202512.csv,BATCH-CRM-202512-02,2025-12-28 05:36:00
CUST0010149,2025-02-16,CMP0095,Instagram,Meta Ads Manager,North America,United States,Unknown,65+,Male,Service Subscriber,Apple TV+,2025-02-16,2026-06-19,Inactive,,True,False,CRM Export,crm_customers_202502.csv,BATCH-CRM-202502-03,2025-02-17 03:15:00
CUST0018504,2025-09-06,CMP0005,Organic Social,Internal Email Platform,Europe,Germany,Munich,18-24,Male,High-Value Customer,iPhone,2025-09-06,2026-05-18,Active,,True,True,CRM Export,crm_customers_202509.csv,BATCH-CRM-202509-03,2025-09-07 01:45:00
CUST0026767,2024-10-16,CMP0040,TikTok,TikTok Ads,North America,Canada,Montreal,35-44,Female,Service Subscriber,iCloud+,2024-10-16,2025-09-08,Active,,True,False,CRM Export,crm_customers_202410.csv,BATCH-CRM-202410-01,2024-10-17 04:34:00
CUST0007566,2025-11-20,CMP0049,YouTube,YouTube Ads,Asia Pacific,India,Chennai,55-64,Female,Hardware Enthusiast,Apple Watch,2025-11-20,2026-06-07,Active,,True,False,CRM Export,crm_customers_202511.csv,BATCH-CRM-202511-03,2025-11-21 04:12:00
CUST0020958,2025-01-28,CMP0014,Facebook,Meta Ads Manager,Asia Pacific,India,Delhi,25-34,Female,New Customer,iPad,2025-01-28,2026-02-09,Active,,False,True,CRM Export,crm_customers_202501.csv,BATCH-CRM-202501-03,2025-01-29 05:51:00
CUST0003930,2025-10-19,CMP0053,Organic Social,Internal Email Platform,Asia Pacific,Japan,Yokohama,65+,Female,Occasional Buyer,Apple Fitness+,2025-10-19,2026-01-31,Active,,False,True,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-03,2025-10-20 01:41:00
CUST0019361,2025-04-11,CMP0091,Facebook,Meta Ads Manager,Latin America,Brazil,Rio de Janeiro,25-34,Female,Loyal Customer,Accessories,2025-04-11,2026-02-15,Active,,True,False,CRM Export,crm_customers_202504.csv,BATCH-CRM-202504-02,2025-04-12 03:12:00
CUST0014851,2025-10-16,CMP0071,Facebook,Meta Ads Manager,Asia Pacific,India,Bengaluru,55-64,Female,Churned Customer,Apple Music,2025-10-16,2025-11-27,Churned,2025-11-28,True,False,CRM Export,crm_customers_202510.csv,BATCH-CRM-202510-01,2025-10-17 03:05:00
